order_detail_id,order_id,product_id,quantity,discount_pct,shipping_cost
217,1061,21,7,5.0,157.18
218,1061,8,7,5.0,62.72
219,1061,16,3,10.0,58.38
220,1061,20,5,0.0,63.03
221,1061,42,8,10.0,32.33
222,1062,1,4,20.0,108.31
223,1062,32,8,5.0,177.48
224,1062,9,7,15.0,213.18
225,1063,11,4,0.0,27.52
226,1063,6,4,10.0,86.39
227,1063,37,8,10.0,190.78
228,1063,2,8,10.0,137.49
229,1064,8,8,10.0,70.26
230,1064,18,7,0.0,189.28
231,1064,35,4,0.0,221.21
232,1064,24,1,5.0,80.45
233,1064,3,2,5.0,219.02
234,1065,16,4,20.0,189.65
235,1066,23,4,20.0,67.6
236,1066,40,1,10.0,100.69
237,1066,41,5,10.0,143.92
238,1066,28,6,15.0,87.31
239,1066,11,5,20.0,138.32
240,1066,9,2,0.0,241.44
241,1067,4,3,0.0,53.64
242,1067,18,6,20.0,76.94
243,1067,42,7,5.0,52.7
244,1067,9,5,15.0,115.27
245,1068,5,5,15.0,235.36
246,1068,41,6,5.0,238.56
247,1068,6,6,10.0,20.57
248,1068,26,2,15.0,243.59
249,1069,43,7,20.0,68.73
250,1069,23,5,0.0,210.52
251,1069,5,6,10.0,152.92
252,1069,35,8,20.0,99.06
253,1069,26,1,0.0,42.9
254,1069,14,8,0.0,48.57
255,1070,29,1,5.0,66.53
256,1070,30,3,15.0,89.43
257,1071,6,5,0.0,105.52
258,1071,42,3,0.0,111.16
259,1071,24,5,15.0,180.87
260,1072,28,2,15.0,41.89
261,1072,42,4,5.0,37.93
262,1073,15,1,15.0,99.02
263,1073,34,2,20.0,117.13
264,1073,44,3,5.0,36.29
265,1073,29,7,0.0,188.08
266,1073,1,2,0.0,92.07
267,1074,9,3,0.0,142.02
268,1074,25,1,10.0,169.5
269,1074,42,8,0.0,186.16
270,1075,10,2,0.0,193.06
271,1075,27,7,0.0,241.55
272,1075,40,6,20.0,52.16
273,1075,29,5,15.0,39.38
274,1075,14,5,20.0,236.49
275,1075,6,1,20.0,214.83
276,1076,14,4,15.0,110.1
277,1076,34,1,20.0,226.52
278,1076,39,4,5.0,108.75
279,1077,32,2,10.0,224.41
280,1077,41,1,0.0,234.8
281,1078,25,7,0.0,145.66
282,1078,37,3,20.0,128.33
283,1079,2,2,0.0,80.3
284,1080,4,7,10.0,85.89
285,1081,33,3,0.0,39.23
286,1081,27,2,10.0,231.81
287,1081,28,3,10.0,95.15
288,1081,26,2,0.0,180.7
289,1081,6,4,0.0,76.23
290,1081,35,7,0.0,124.28
291,1082,4,1,15.0,51.56
292,1082,20,1,0.0,134.17
293,1082,43,6,10.0,138.96
294,1082,12,5,0.0,105.53
295,1082,8,5,15.0,223.88
296,1083,22,7,0.0,140.49
297,1084,37,8,5.0,137.48
298,1084,41,1,5.0,217.65
299,1084,5,3,0.0,56.18
300,1085,37,2,0.0,190.38
301,1086,3,1,0.0,30.58
302,1087,25,1,10.0,204.72
303,1087,10,7,0.0,94.01
304,1087,12,7,15.0,93.59
305,1088,37,6,0.0,135.47
306,1089,12,4,20.0,138.63
307,1090,26,2,5.0,219.19
308,1091,21,8,0.0,104.85
309,1091,6,5,10.0,200.44
310,1091,36,4,5.0,104.7
311,1092,13,1,5.0,25.5
312,1092,35,6,15.0,213.1
313,1092,16,1,0.0,20.34
314,1092,10,7,20.0,189.76
315,1093,7,4,5.0,133.17
316,1093,14,1,0.0,183.68
317,1093,34,2,0.0,231.89
318,1094,27,2,10.0,50.71
319,1094,24,7,0.0,156.14
320,1094,30,1,5.0,172.36
321,1094,6,3,0.0,87.09
322,1094,38,6,20.0,110.38
323,1095,21,4,0.0,199.39
324,1095,44,2,0.0,44.3
325,1095,29,8,5.0,92.23
326,1095,18,2,10.0,102.41
327,1095,15,4,5.0,90.91
328,1095,5,5,20.0,47.58
329,1096,44,1,0.0,212.26
330,1096,20,6,0.0,40.98
331,1097,23,1,15.0,88.73
332,1097,26,3,0.0,238.98
333,1098,36,2,20.0,202.58
334,1098,16,2,0.0,34.18
335,1098,7,4,0.0,65.57
336,1098,30,7,0.0,177.85
337,1099,6,2,0.0,227.57
338,1099,38,8,20.0,49.62
339,1099,43,6,0.0,29.82
340,1099,17,8,0.0,58.64
341,1099,5,7,20.0,186.62
342,1099,2,8,0.0,108.03
343,1100,12,5,5.0,223.19
344,1100,23,1,10.0,162.41
345,1100,14,4,15.0,87.87
346,1100,18,7,10.0,130.18
347,1101,18,7,0.0,116.42
348,1102,34,6,5.0,145.24
349,1102,16,8,0.0,229.92
350,1102,41,6,5.0,82.2
351,1102,35,1,0.0,157.34
352,1102,2,1,20.0,199.06
353,1102,25,1,20.0,248.05
354,1103,23,4,15.0,75.47
355,1103,38,1,20.0,249.17
356,1103,15,4,10.0,214.7
357,1103,11,7,0.0,235.1
358,1103,7,3,0.0,74.41
359,1104,23,6,10.0,149.63
360,1104,38,4,20.0,247.24
361,1104,2,8,10.0,91.08
362,1105,3,4,0.0,141.08
363,1105,6,1,0.0,231.12
364,1105,4,4,20.0,50.01
365,1105,15,3,20.0,214.19
366,1106,4,3,20.0,45.51
367,1106,2,6,0.0,105.93
368,1106,10,7,10.0,43.24
369,1107,21,7,20.0,167.03
370,1107,9,8,15.0,92.98
371,1107,11,6,0.0,173.07
372,1108,25,5,0.0,60.87
373,1108,20,1,15.0,238.2
374,1109,37,6,20.0,242.53
375,1109,3,4,15.0,150.08
376,1109,12,8,0.0,96.17
377,1109,39,2,0.0,99.77
378,1110,11,6,5.0,22.62
379,1110,41,4,0.0,179.43
380,1110,6,6,0.0,201.01
381,1111,1,7,5.0,222.81
382,1111,4,6,10.0,106.33
383,1111,25,8,20.0,218.73
384,1111,29,4,0.0,123.8
385,1111,27,1,0.0,24.62
386,1111,11,5,0.0,37.07
387,1112,25,2,10.0,236.62
388,1112,11,2,0.0,156.63
389,1113,31,7,0.0,32.32
390,1113,2,6,0.0,244.11
391,1113,28,7,15.0,147.45
392,1113,42,5,15.0,84.75
393,1113,11,4,0.0,31.42
394,1114,36,1,5.0,40.15
395,1114,32,8,0.0,42.31
396,1114,10,4,0.0,166.78
397,1114,4,2,5.0,214.07
398,1114,24,5,20.0,111.42
399,1115,43,7,0.0,105.33
400,1115,17,7,0.0,62.91
401,1115,6,1,0.0,121.14
402,1115,42,5,0.0,212.53
403,1116,4,6,20.0,144.53
404,1116,10,4,10.0,34.03
405,1116,43,7,20.0,140.19
406,1116,7,8,10.0,222.78
407,1116,6,8,0.0,38.16
408,1117,3,2,20.0,123.28
409,1117,33,3,0.0,205.95
410,1117,37,3,0.0,117.38
411,1117,34,7,0.0,249.37
412,1117,42,3,20.0,156.86
413,1117,10,6,15.0,230.26
414,1118,6,7,10.0,111.39
415,1119,18,1,20.0,181.09
416,1119,34,7,0.0,115.32
417,1119,30,3,10.0,155.22
418,1120,7,2,20.0,85.8
419,1121,23,8,10.0,160.06
420,1121,27,1,0.0,83.35
421,1121,17,3,10.0,159.99
422,1121,25,7,0.0,111.03
423,1121,42,6,15.0,74.64
424,1122,31,5,0.0,213.85
425,1122,18,2,20.0,72.43
426,1122,24,5,15.0,121.92
427,1122,2,6,0.0,187.62
428,1122,22,2,0.0,121.59
429,1122,20,7,15.0,131.43
430,1123,24,5,15.0,136.56
431,1123,4,3,20.0,215.8
432,1123,33,1,0.0,64.34
433,1123,11,4,20.0,33.25
434,1123,5,1,5.0,31.63
435,1124,13,8,10.0,111.3
436,1124,18,2,15.0,27.03
437,1124,24,6,5.0,156.63
438,1125,31,6,0.0,57.61
439,1125,38,5,15.0,211.1
440,1126,19,1,5.0,31.42
441,1127,14,7,10.0,24.61
442,1127,15,1,5.0,229.65
443,1127,42,3,10.0,204.2
444,1127,44,4,0.0,159.92
445,1127,18,5,15.0,242.42
446,1128,18,4,5.0,89.49
447,1128,28,7,10.0,43.53
448,1128,25,6,10.0,168.89
449,1128,23,5,0.0,177.42
450,1128,30,8,0.0,97.35
451,1128,17,5,15.0,94.78
452,1129,17,4,0.0,138.98
453,1129,42,4,0.0,205.25
454,1129,20,7,15.0,93.5
455,1130,2,8,0.0,79.67
456,1130,42,7,5.0,109.3
457,1131,38,4,0.0,187.11
458,1132,44,8,15.0,102.45
459,1132,35,5,20.0,59.1
460,1133,36,5,15.0,205.92
461,1133,12,3,15.0,226.91
462,1133,19,2,0.0,101.72
463,1133,7,5,5.0,201.26
464,1133,31,6,0.0,79.93
465,1133,9,5,5.0,215.78
466,1134,4,2,5.0,224.57
467,1134,41,2,20.0,176.56
468,1134,38,5,5.0,32.43
469,1134,40,3,0.0,248.24
470,1135,27,3,0.0,218.35
471,1135,37,3,20.0,38.59
472,1135,30,6,15.0,246.93
473,1136,41,8,0.0,68.16
474,1136,4,3,10.0,195.83
475,1136,1,8,20.0,195.62
476,1137,9,7,15.0,118.76
477,1138,31,4,15.0,105.81
478,1138,25,1,0.0,194.07
479,1138,1,4,0.0,175.65
480,1138,3,4,0.0,179.51
481,1139,20,7,10.0,155.39
482,1139,9,3,0.0,209.48
483,1139,7,5,0.0,124.86
484,1140,39,3,0.0,249.11
485,1140,34,8,0.0,192.53
486,1140,22,3,20.0,112.78
487,1140,28,4,0.0,187.25
488,1140,44,3,0.0,188.84
489,1141,33,1,5.0,221.61
490,1141,11,5,20.0,142.99
491,1141,8,1,10.0,248.78
492,1141,24,2,15.0,212.31
493,1141,42,1,15.0,46.63
494,1142,25,8,15.0,55.22
495,1142,8,1,0.0,116.8
496,1142,36,2,15.0,139.67
497,1142,17,3,5.0,211.05
498,1143,33,2,0.0,46.22
499,1144,32,4,10.0,65.94
500,1145,34,7,0.0,56.89
501,1145,13,8,0.0,178.29
502,1145,23,8,0.0,73.94
503,1146,43,2,0.0,212.1
504,1147,32,5,15.0,73.17
505,1147,10,5,0.0,126.78
506,1147,6,2,20.0,60.18
507,1147,33,1,20.0,86.83
508,1147,5,6,5.0,189.86
509,1147,7,2,20.0,194.39
510,1148,1,3,15.0,168.86
511,1149,23,5,15.0,41.38
512,1149,29,6,0.0,46.18
513,1149,40,7,5.0,82.52
514,1150,31,2,0.0,180.12
515,1150,27,1,20.0,56.66
516,1150,42,7,10.0,131.02
517,1150,11,8,0.0,160.6
518,1151,40,3,5.0,231.69
519,1151,2,2,5.0,121.36
520,1151,44,2,0.0,170.64
521,1152,44,4,15.0,220.82
522,1153,34,4,5.0,99.52
523,1153,40,7,0.0,212.98
524,1153,7,1,0.0,167.98
525,1153,28,3,10.0,215.23
526,1153,43,8,20.0,58.04
527,1154,21,1,10.0,71.22
528,1154,16,7,5.0,207.93
529,1154,22,2,5.0,122.16
530,1154,18,8,0.0,217.02
531,1155,21,1,0.0,112.79
532,1155,8,1,10.0,146.29
533,1155,32,2,20.0,158.97
534,1155,42,5,10.0,149.34
535,1156,43,8,0.0,148.83
536,1156,30,8,15.0,171.15
537,1156,22,8,0.0,42.41
538,1156,24,4,0.0,98.51
539,1156,4,5,10.0,140.06
540,1156,15,2,0.0,226.28
541,1157,9,4,0.0,47.77
542,1157,27,7,0.0,125.12
543,1157,7,4,15.0,97.72
544,1157,17,7,0.0,233.12
545,1158,38,3,5.0,21.0
546,1158,8,1,10.0,235.12
547,1158,29,8,10.0,199.65
548,1158,30,3,15.0,153.07
549,1158,44,3,0.0,109.1
550,1158,33,6,10.0,222.72
551,1159,39,6,0.0,124.15
552,1159,16,3,0.0,114.93
553,1159,18,5,20.0,181.34
554,1159,26,6,15.0,189.47
555,1160,41,6,15.0,50.51
556,1160,14,3,10.0,144.77
557,1160,13,6,15.0,46.54
558,1160,40,6,10.0,130.49
559,1160,19,7,15.0,192.01
560,1161,19,1,5.0,53.43
561,1161,28,1,0.0,81.41
562,1161,1,3,0.0,177.18
563,1161,34,3,20.0,34.27
564,1161,7,5,0.0,193.33
565,1162,23,8,0.0,161.71
566,1163,36,5,15.0,172.83
567,1163,15,7,5.0,115.81
568,1163,42,6,10.0,32.37
569,1163,44,5,0.0,162.73
570,1163,25,8,20.0,71.88
571,1163,16,6,20.0,155.33
572,1164,39,2,0.0,241.37
573,1164,13,2,5.0,29.35
574,1164,43,5,10.0,80.78
575,1164,19,3,10.0,214.58
576,1164,29,1,0.0,127.26
577,1164,12,3,0.0,55.35
578,1165,39,5,5.0,201.68
579,1165,4,6,0.0,200.33
580,1165,41,6,10.0,70.59
581,1166,34,3,5.0,144.91
582,1166,5,7,0.0,100.36
583,1167,43,6,0.0,87.52
584,1167,22,8,10.0,209.45
585,1168,1,1,15.0,223.7
586,1168,8,7,20.0,237.35
587,1168,23,7,0.0,144.25
588,1168,29,5,0.0,229.61
589,1168,16,6,10.0,204.65
590,1168,40,8,5.0,30.09
591,1169,13,1,15.0,35.06
592,1169,21,4,20.0,177.64
593,1169,33,2,0.0,143.68
594,1169,6,7,15.0,207.85
595,1169,7,2,15.0,177.79
596,1169,11,1,5.0,184.88
597,1170,6,2,0.0,60.94
598,1171,36,4,0.0,113.76
599,1171,5,8,15.0,113.02
600,1171,37,6,0.0,109.59
601,1172,35,1,15.0,185.67
602,1173,38,1,15.0,215.1
603,1174,33,5,10.0,39.9
604,1174,7,8,5.0,110.88
605,1174,19,1,5.0,55.95
606,1175,9,5,15.0,53.14
607,1175,26,6,0.0,147.31
608,1176,10,7,10.0,145.93
609,1176,8,2,0.0,68.31
610,1176,3,6,0.0,114.91
611,1176,1,3,0.0,62.32
612,1176,37,5,0.0,46.36
613,1177,37,5,15.0,35.49
614,1177,4,2,0.0,186.89
615,1177,36,8,0.0,102.14
616,1177,30,4,0.0,85.58
617,1177,42,2,0.0,93.09
618,1177,5,8,0.0,161.76
619,1178,38,6,20.0,92.76
620,1178,10,7,0.0,21.11
621,1178,37,4,20.0,70.95
622,1179,42,8,5.0,122.43
623,1179,28,5,5.0,146.88
624,1179,18,3,15.0,159.52
625,1179,24,5,20.0,210.08
626,1179,9,4,0.0,188.72
627,1179,22,2,15.0,37.34
628,1180,33,1,20.0,153.83
629,1181,38,5,10.0,225.62
630,1181,14,8,15.0,198.3
631,1181,3,6,5.0,71.36
632,1181,36,5,0.0,126.88
633,1182,6,4,20.0,241.72
634,1182,26,3,20.0,138.25
635,1182,24,8,0.0,61.2
636,1182,33,3,15.0,188.36
637,1182,1,6,0.0,70.33
638,1183,15,4,0.0,173.77
639,1183,5,6,5.0,128.03
640,1183,17,8,0.0,29.18
641,1183,24,6,0.0,181.86
642,1184,41,3,5.0,170.35
643,1184,18,6,10.0,170.27
644,1184,17,2,10.0,77.86
645,1184,38,4,10.0,113.34
646,1184,35,6,5.0,202.31
647,1185,1,4,0.0,138.34
648,1185,33,5,0.0,54.56
649,1185,9,3,0.0,158.46
650,1185,29,2,15.0,72.98
651,1185,11,6,15.0,46.07
652,1186,31,1,0.0,29.92
653,1186,44,3,0.0,164.79
654,1186,14,1,10.0,53.78
655,1186,38,3,0.0,232.16
656,1186,11,7,10.0,242.93
657,1186,27,1,15.0,187.43
658,1187,6,8,20.0,130.78
659,1187,14,4,20.0,114.48
660,1187,29,3,20.0,154.01
661,1188,40,5,0.0,186.56
662,1188,43,6,5.0,157.2
663,1189,15,7,5.0,50.41
664,1190,13,7,20.0,54.4
665,1191,12,8,10.0,157.96
666,1192,33,3,10.0,144.04
667,1192,8,1,20.0,176.07
668,1192,6,7,10.0,116.76
669,1192,31,1,15.0,141.86
670,1192,43,4,20.0,130.89
671,1193,23,7,0.0,78.54
672,1193,38,4,20.0,39.28
673,1193,37,7,0.0,63.47
674,1193,7,1,10.0,140.18
675,1194,1,7,0.0,44.51
676,1194,25,7,15.0,154.64
677,1194,42,5,20.0,143.3
678,1194,14,6,10.0,83.38
679,1194,21,7,20.0,66.85
680,1195,36,5,10.0,99.2
681,1195,31,7,15.0,51.76
682,1195,12,2,15.0,72.85
683,1195,24,3,0.0,69.33
684,1195,17,7,20.0,97.84
685,1196,40,1,20.0,40.95
686,1196,44,3,5.0,232.95
687,1196,4,7,0.0,34.74
688,1196,11,4,0.0,38.41
689,1196,25,1,15.0,108.39
690,1197,40,1,20.0,208.65
691,1197,42,8,5.0,22.46
692,1197,34,5,0.0,27.73
693,1197,19,4,10.0,58.98
694,1198,24,4,15.0,20.07
695,1199,6,7,0.0,174.02
696,1199,18,7,10.0,66.07
697,1200,5,2,10.0,85.43
698,1201,38,4,5.0,233.83
699,1201,23,1,0.0,60.26
700,1201,18,2,10.0,36.65
701,1201,15,5,0.0,237.81
702,1201,39,5,10.0,207.02
703,1202,17,4,20.0,98.12
704,1202,29,8,15.0,125.97
705,1202,25,1,5.0,46.74
706,1202,37,2,5.0,165.74
707,1202,31,4,15.0,181.27
708,1203,27,1,15.0,211.4
709,1203,23,4,0.0,41.39
710,1203,34,6,0.0,147.55
711,1204,31,6,0.0,225.69
712,1204,21,5,0.0,237.84
713,1205,13,4,0.0,66.64
714,1205,32,4,20.0,162.28
715,1205,44,3,20.0,44.54
716,1205,16,2,15.0,239.83
717,1205,41,8,10.0,21.52
718,1205,17,1,20.0,130.93
719,1206,21,5,5.0,71.08
720,1206,32,3,0.0,140.92
721,1206,37,7,5.0,236.12
722,1206,18,1,10.0,99.88
723,1206,12,3,5.0,244.6
724,1207,34,7,10.0,43.17
725,1207,30,6,10.0,218.22
726,1207,21,3,10.0,80.46
727,1207,1,5,5.0,240.46
728,1207,41,6,0.0,62.3
729,1207,14,7,0.0,116.39
730,1208,24,8,0.0,151.42
731,1208,26,4,20.0,42.97
732,1208,18,5,20.0,74.24
733,1209,25,1,0.0,116.95
734,1209,13,3,20.0,165.05
735,1209,10,6,20.0,131.92
736,1209,31,5,10.0,217.46
737,1210,26,2,15.0,57.57
738,1211,17,2,5.0,191.26
739,1211,31,5,0.0,102.87
740,1212,17,6,20.0,176.3
741,1212,23,4,10.0,152.46
742,1212,2,3,20.0,85.46
743,1212,27,6,15.0,137.4
744,1212,8,8,0.0,107.65
745,1213,30,3,15.0,205.77
746,1213,41,6,5.0,165.19
747,1213,10,7,20.0,228.63
748,1214,11,6,0.0,92.1
749,1215,19,6,15.0,154.99
750,1215,18,8,5.0,58.48
751,1215,39,1,0.0,187.39
752,1215,26,5,15.0,181.16
753,1215,43,2,0.0,58.39
754,1215,29,2,0.0,34.67
755,1216,36,2,0.0,80.36
756,1216,4,3,0.0,170.61
757,1216,2,7,0.0,72.75
758,1216,26,5,5.0,164.09
759,1217,34,1,0.0,172.62
760,1217,11,6,20.0,129.52
761,1218,18,3,10.0,157.44
762,1218,36,7,10.0,167.15
763,1218,29,5,0.0,130.78
764,1218,9,4,20.0,40.6
765,1218,35,5,0.0,114.81
766,1219,20,1,10.0,207.54
767,1219,1,3,0.0,85.96
768,1220,1,5,10.0,73.18
769,1220,32,1,10.0,105.94
770,1220,31,7,10.0,120.53
771,1220,20,4,0.0,184.44
772,1220,28,7,20.0,107.02
773,1221,6,4,10.0,195.84
774,1221,28,5,0.0,169.15
775,1221,41,5,5.0,63.24
776,1222,12,3,0.0,45.38
777,1223,40,4,0.0,24.46
778,1223,29,1,10.0,25.09
779,1223,18,2,0.0,81.91
780,1223,32,8,15.0,21.89
781,1224,10,1,5.0,69.95
782,1225,20,1,0.0,38.45
783,1225,32,3,0.0,81.3
784,1225,24,7,0.0,144.93
785,1225,30,3,0.0,226.01
786,1226,25,4,5.0,197.38
787,1226,1,8,0.0,189.65
788,1226,8,1,0.0,125.99
789,1227,34,4,5.0,109.5
790,1228,21,1,15.0,235.61
791,1228,11,2,0.0,130.68
792,1228,41,5,0.0,102.9
793,1229,43,4,0.0,74.27
794,1230,21,2,5.0,201.5
795,1230,1,1,0.0,153.65
796,1230,11,8,15.0,157.13
797,1230,18,6,20.0,40.58
798,1231,32,6,20.0,163.78
799,1231,6,1,0.0,168.25
800,1232,35,6,20.0,225.11
801,1232,7,4,0.0,178.53
802,1232,9,6,15.0,50.99
803,1232,32,1,5.0,182.52
804,1232,15,5,10.0,180.32
805,1232,21,4,10.0,62.92
806,1233,21,3,0.0,142.16
807,1233,30,8,0.0,208.47
808,1233,18,6,5.0,20.17
809,1234,33,4,0.0,185.83
810,1234,25,7,0.0,140.54
811,1234,12,8,20.0,146.84
812,1234,2,5,0.0,114.26
813,1234,40,6,0.0,42.14
814,1234,24,2,0.0,212.09
815,1235,12,4,0.0,131.64
816,1235,3,2,0.0,151.33
817,1236,43,5,0.0,104.26
818,1236,32,2,0.0,233.95
819,1236,34,4,15.0,133.02
